SecurityLogID,RestrictedItemFound
SE18240,Aerosol can
SE18240,Lighter
SE18247,Liquid over 100ml
SE18247,Lighter
SE18247,Aerosol can
SE18253,Battery pack
SE18253,Knife
SE18270,Knife
SE18295,Aerosol can
SE18295,Lighter
SE18297,Lighter
SE18299,Sharp object
SE18301,Liquid over 100ml
SE18301,Aerosol can
SE18310,Liquid over 100ml
SE18310,Knife
SE18313,Aerosol can
SE18313,Sharp object
SE18313,Lighter
SE18319,Lighter
SE18320,Knife
SE18341,Knife
SE18341,Lighter
SE18341,Sharp object
SE18348,Liquid over 100ml
SE18348,Lighter
SE18348,Battery pack
SE18366,Knife
SE18366,Lighter
SE18366,Liquid over 100ml
SE18371,Battery pack
SE18371,Sharp object
SE18385,Sharp object
SE18385,Knife
SE18385,Battery pack
SE18390,Liquid over 100ml
SE18390,Aerosol can
SE18391,Lighter
SE18391,Battery pack
SE18421,Knife
SE18429,Battery pack
SE18429,Knife
SE18440,Knife
SE18440,Lighter
SE18441,Sharp object
SE18449,Lighter
SE18449,Sharp object
SE18466,Sharp object
SE18466,Battery pack
SE18466,Aerosol can
SE18482,Knife
SE18482,Sharp object
SE18482,Liquid over 100ml
SE18486,Lighter
SE18490,Sharp object
SE18490,Liquid over 100ml
SE18502,Lighter
SE18502,Knife
SE18509,Knife
SE18509,Sharp object
SE18510,Knife
SE18510,Battery pack
SE18510,Lighter
SE18514,Aerosol can
SE18514,Lighter
SE18514,Knife
SE18521,Lighter
SE18521,Battery pack
SE18547,Sharp object
SE18547,Battery pack
SE18552,Liquid over 100ml
SE18569,Sharp object
SE18586,Battery pack
SE18586,Aerosol can
SE18589,Knife
SE18589,Aerosol can
SE18598,Aerosol can
SE18598,Battery pack
SE18598,Liquid over 100ml
SE18599,Aerosol can
SE18601,Battery pack
SE18601,Sharp object
SE18607,Battery pack
SE18607,Knife
SE18629,Lighter
SE18629,Liquid over 100ml
SE18641,Sharp object
SE18641,Liquid over 100ml
SE18641,Knife
SE18665,Battery pack
SE18666,Sharp object
SE18666,Liquid over 100ml
SE18677,Sharp object
SE18682,Lighter
SE18682,Battery pack
SE18682,Liquid over 100ml
SE18693,Lighter
SE18731,Sharp object
SE18731,Aerosol can
SE18747,Knife
SE18747,Liquid over 100ml
SE18768,Lighter
SE18780,Lighter
SE18780,Aerosol can
SE18781,Liquid over 100ml
SE18781,Aerosol can
SE18781,Sharp object
SE18782,Battery pack
SE18782,Knife
SE18782,Sharp object
SE18788,Battery pack
SE18788,Lighter
SE18788,Aerosol can
SE18792,Lighter
SE18792,Knife
SE18807,Aerosol can
SE18807,Liquid over 100ml
SE18807,Lighter
SE18809,Knife
SE18809,Aerosol can
SE18809,Battery pack
SE18818,Battery pack
SE18823,Battery pack
SE18825,Liquid over 100ml
SE18825,Knife
SE18825,Lighter
SE18827,Aerosol can
SE18827,Sharp object
SE18827,Knife
SE18830,Knife
SE18830,Battery pack
SE18832,Knife
SE18843,Sharp object
SE18843,Knife
SE18844,Aerosol can
SE18844,Battery pack
SE18844,Knife
SE18849,Sharp object
SE18868,Liquid over 100ml
SE18868,Battery pack
SE18869,Lighter
SE18869,Aerosol can
SE18913,Lighter
SE18913,Liquid over 100ml
SE18913,Aerosol can
SE18949,Battery pack
SE18949,Sharp object
SE18949,Knife
SE18980,Liquid over 100ml
SE18980,Aerosol can
SE18980,Lighter
SE18989,Battery pack
SE18989,Aerosol can
SE18989,Knife
SE19003,Sharp object
SE19010,Sharp object
SE19010,Knife
SE19010,Aerosol can
SE19028,Knife
SE19028,Aerosol can
SE19034,Battery pack
SE19034,Aerosol can
SE19034,Lighter
SE19036,Battery pack
SE19036,Sharp object
SE19036,Knife
SE19043,Lighter
SE19048,Liquid over 100ml
SE19048,Knife
SE19048,Battery pack
SE19050,Aerosol can
SE19050,Sharp object
SE19050,Liquid over 100ml
SE19053,Aerosol can
SE19053,Lighter
SE19061,Battery pack
SE19067,Lighter
SE19067,Liquid over 100ml
SE19073,Aerosol can
SE19080,Knife
SE19081,Liquid over 100ml
SE19081,Sharp object
SE19081,Knife
SE19084,Knife
SE19103,Knife
SE19103,Liquid over 100ml
SE19109,Knife
SE19109,Liquid over 100ml
SE19110,Sharp object
SE19114,Lighter
SE19116,Aerosol can
SE19167,Aerosol can
SE19167,Lighter
SE19167,Sharp object
SE19172,Battery pack
SE19172,Liquid over 100ml
SE19172,Aerosol can
SE19182,Lighter
SE19182,Liquid over 100ml
SE19203,Battery pack
SE19203,Liquid over 100ml
SE19203,Lighter
SE19209,Battery pack
SE19209,Knife
SE19222,Liquid over 100ml
SE19222,Lighter
SE19222,Battery pack
SE19236,Knife
SE19237,Aerosol can
SE19237,Sharp object
SE19237,Battery pack
SE19247,Knife
SE19247,Liquid over 100ml
SE19247,Battery pack
SE19273,Aerosol can
SE19274,Sharp object
SE19281,Aerosol can
SE19281,Lighter
SE19281,Sharp object
SE19284,Battery pack
SE19288,Liquid over 100ml
SE19288,Battery pack
SE19288,Lighter
SE19309,Battery pack
SE19309,Aerosol can
SE19345,Lighter
SE19345,Sharp object
SE19365,Battery pack
SE19365,Liquid over 100ml
SE19365,Lighter
SE19371,Lighter
SE19375,Knife
SE19375,Battery pack
SE19384,Battery pack
SE19384,Aerosol can
SE19384,Sharp object
SE19409,Knife
SE19413,Battery pack
SE19413,Sharp object
SE19413,Lighter
SE19425,Lighter
SE19437,Battery pack
SE19437,Aerosol can
SE19437,Liquid over 100ml
SE19452,Battery pack
SE19454,Battery pack
SE19454,Liquid over 100ml
SE19461,Knife
SE19461,Sharp object
SE19461,Lighter
SE19468,Knife
SE19468,Lighter
SE19473,Battery pack
SE19476,Liquid over 100ml
SE19478,Sharp object
SE19478,Aerosol can
SE19481,Lighter
SE19482,Sharp object
SE19482,Lighter
SE19482,Battery pack
SE19487,Aerosol can
SE19487,Battery pack
SE19507,Liquid over 100ml
SE19510,Lighter
SE19510,Knife
SE19518,Liquid over 100ml
SE19524,Lighter
SE19525,Lighter
SE19525,Aerosol can
SE19525,Sharp object
SE19530,Knife
SE19530,Aerosol can
SE19539,Sharp object
SE19539,Knife
SE19539,Lighter
SE19544,Liquid over 100ml
SE19544,Aerosol can
SE19544,Sharp object
SE19551,Knife
SE19551,Sharp object
SE19559,Aerosol can
SE19559,Lighter
SE19575,Battery pack
SE19575,Aerosol can
SE19588,Knife
SE19593,Knife
SE19593,Liquid over 100ml
SE19595,Aerosol can
SE19595,Battery pack
SE19595,Knife
SE19598,Liquid over 100ml
SE19598,Sharp object
SE19598,Knife
SE19611,Liquid over 100ml
SE19611,Knife
SE19614,Liquid over 100ml
SE19614,Battery pack
SE19614,Aerosol can
SE19620,Battery pack
SE19620,Aerosol can
SE19620,Sharp object
SE19642,Lighter
SE19647,Lighter
SE19651,Battery pack
SE19651,Knife
SE19651,Lighter
SE19691,Aerosol can
SE19691,Sharp object
SE19705,Knife
SE19705,Sharp object
SE19708,Aerosol can
SE19708,Liquid over 100ml
SE19708,Sharp object
SE19713,Battery pack
SE19713,Aerosol can
SE19713,Sharp object
SE19719,Liquid over 100ml
SE19728,Sharp object
SE19765,Aerosol can
SE19772,Knife
SE19772,Sharp object
SE19785,Battery pack
SE19785,Liquid over 100ml
SE19785,Aerosol can
SE19789,Aerosol can
SE19789,Battery pack
SE19792,Knife
SE19801,Battery pack
SE19801,Aerosol can
SE19801,Lighter
SE19815,Aerosol can
SE19815,Liquid over 100ml
SE19815,Battery pack
SE19834,Sharp object
SE19834,Lighter
SE19834,Aerosol can
SE19854,Liquid over 100ml
SE19854,Lighter
SE19854,Sharp object
SE19855,Liquid over 100ml
SE19855,Battery pack
SE19858,Sharp object
SE19863,Lighter
SE19863,Knife
SE19872,Knife
SE19872,Battery pack
SE19872,Lighter
SE19875,Aerosol can
SE19875,Battery pack
SE19875,Lighter
SE19883,Lighter
SE19883,Knife
SE19883,Liquid over 100ml
SE19889,Battery pack
SE19889,Liquid over 100ml
SE19889,Aerosol can
SE19902,Sharp object
SE19902,Battery pack
SE19902,Knife
SE19905,Sharp object
SE19905,Knife
SE19909,Knife
SE19928,Liquid over 100ml
SE19958,Battery pack
SE19958,Sharp object
SE19963,Battery pack
SE19963,Knife
SE19963,Sharp object
SE19965,Knife
SE19971,Liquid over 100ml
SE19971,Sharp object
SE19971,Aerosol can
SE19988,Battery pack
SE19988,Sharp object
SE19997,Sharp object
SE19997,Battery pack
SE19997,Lighter
SE19998,Liquid over 100ml
SE19998,Aerosol can
SE19998,Battery pack
SE19999,Sharp object
SE20010,Knife
SE20010,Lighter
SE20010,Battery pack
SE20015,Battery pack
SE20015,Liquid over 100ml
SE20015,Aerosol can
SE20036,Knife
SE20038,Lighter
SE20038,Liquid over 100ml
SE20038,Battery pack
SE20041,Lighter
SE20041,Battery pack
SE20046,Lighter
SE20046,Knife
SE20046,Battery pack
SE20048,Sharp object
SE20051,Aerosol can
SE20051,Knife
SE20051,Lighter
SE20070,Sharp object
SE20070,Liquid over 100ml
SE20070,Aerosol can
SE20072,Liquid over 100ml
SE20072,Battery pack
SE20072,Knife
SE20076,Liquid over 100ml
SE20076,Aerosol can
SE20076,Battery pack
SE20099,Battery pack
SE20114,Battery pack
SE20116,Knife
SE20116,Sharp object
SE20116,Lighter
SE20118,Sharp object
SE20118,Aerosol can
SE20118,Liquid over 100ml
SE20121,Lighter
SE20121,Knife
SE20135,Lighter
SE20135,Aerosol can
SE20135,Knife
SE20154,Sharp object
SE20156,Knife
SE20156,Liquid over 100ml
SE20184,Battery pack
SE20184,Liquid over 100ml
SE20184,Lighter
SE20186,Aerosol can
SE20186,Battery pack
SE20188,Aerosol can
SE20188,Battery pack
SE20201,Aerosol can
SE20207,Liquid over 100ml
SE20207,Lighter
SE20207,Knife
SE20225,Aerosol can
SE20225,Lighter
SE20225,Battery pack
SE20227,Aerosol can
SE20245,Knife
SE20245,Lighter
SE20271,Aerosol can
SE20271,Sharp object
SE20271,Knife
SE20275,Lighter
SE20275,Knife
SE20282,Knife
SE20286,Sharp object
SE20297,Battery pack
SE20309,Aerosol can
SE20309,Liquid over 100ml
SE20309,Sharp object
SE20322,Liquid over 100ml
SE20324,Battery pack
SE20333,Knife
SE20339,Sharp object
SE20348,Liquid over 100ml
SE20348,Knife
SE20351,Knife
SE20351,Lighter
SE20351,Battery pack
SE20353,Knife
SE20353,Liquid over 100ml
SE20382,Knife
SE20382,Liquid over 100ml
SE20406,Battery pack
SE20406,Knife
SE20412,Aerosol can
SE20412,Liquid over 100ml
SE20427,Aerosol can
SE20436,Sharp object
SE20436,Aerosol can
SE20436,Knife
SE20443,Knife
SE20443,Lighter
SE20448,Sharp object
SE20448,Lighter
SE20451,Battery pack
SE20451,Liquid over 100ml
SE20451,Lighter
SE20470,Knife
SE20470,Lighter
SE20488,Knife
SE20488,Liquid over 100ml
SE20495,Aerosol can
SE20495,Liquid over 100ml
SE20495,Sharp object
SE20507,Lighter
SE20507,Battery pack
SE20507,Liquid over 100ml
SE20515,Battery pack
SE20515,Knife
SE20515,Aerosol can
SE20524,Sharp object
SE20524,Aerosol can
SE20524,Battery pack
SE20545,Knife
SE20545,Battery pack
SE20554,Sharp object
SE20554,Liquid over 100ml
SE20559,Liquid over 100ml
SE20559,Lighter
SE20559,Battery pack
SE20562,Battery pack
SE20564,Sharp object
SE20565,Battery pack
SE20565,Knife
SE20565,Liquid over 100ml
SE20567,Knife
SE20588,Knife
SE20609,Liquid over 100ml
SE20622,Battery pack
SE20622,Liquid over 100ml
SE20622,Knife
SE20631,Aerosol can
SE20631,Battery pack
SE20637,Aerosol can
SE20637,Lighter
SE20638,Lighter
SE20638,Battery pack
SE20638,Aerosol can
SE20652,Liquid over 100ml
SE20652,Battery pack
SE20652,Lighter
SE20665,Lighter
SE20669,Knife
SE20669,Battery pack
SE20683,Aerosol can
SE20683,Liquid over 100ml
SE20683,Battery pack
SE20700,Battery pack
SE20713,Aerosol can
SE20713,Lighter
SE20731,Liquid over 100ml
SE20731,Sharp object
SE20731,Knife
SE20732,Lighter
SE20751,Aerosol can
SE20751,Battery pack
SE20751,Sharp object
SE20758,Liquid over 100ml
SE20758,Aerosol can
SE20758,Lighter
SE20763,Sharp object
SE20763,Lighter
SE20767,Sharp object
SE20780,Battery pack
SE20780,Aerosol can
SE20780,Sharp object
SE20781,Battery pack
SE20781,Liquid over 100ml
SE20786,Aerosol can
SE20786,Liquid over 100ml
SE20786,Lighter
SE20790,Aerosol can
SE20790,Sharp object
SE20790,Liquid over 100ml
SE20804,Sharp object
SE20804,Liquid over 100ml
SE20804,Knife
SE20806,Sharp object
SE20806,Liquid over 100ml
SE20806,Lighter
SE20817,Battery pack
SE20847,Lighter
SE20849,Knife
SE20849,Battery pack
SE20849,Aerosol can
SE20852,Lighter
SE20853,Sharp object
SE20882,Aerosol can
SE20888,Sharp object
SE20888,Liquid over 100ml
SE20916,Liquid over 100ml
SE20940,Knife
SE20940,Sharp object
SE20952,Sharp object
SE20956,Lighter
SE20956,Liquid over 100ml
SE20957,Aerosol can
SE20957,Lighter
SE20957,Liquid over 100ml
SE20991,Aerosol can
SE20998,Liquid over 100ml
SE20998,Lighter
SE20998,Sharp object
SE21004,Battery pack
SE21004,Aerosol can
SE21030,Battery pack
SE21030,Aerosol can
SE21033,Liquid over 100ml
SE21033,Aerosol can
SE21033,Battery pack
SE21050,Lighter
SE21068,Battery pack
SE21080,Liquid over 100ml
SE21080,Aerosol can
SE21089,Liquid over 100ml
SE21089,Knife
SE21095,Aerosol can
SE21095,Liquid over 100ml
SE21095,Lighter
SE21096,Aerosol can
SE21096,Lighter
SE21104,Battery pack
SE21142,Knife
SE21142,Sharp object
SE21142,Liquid over 100ml
SE21161,Aerosol can
SE21186,Liquid over 100ml
SE21186,Aerosol can
SE21186,Sharp object
SE21191,Aerosol can
SE21191,Knife
SE21199,Liquid over 100ml
SE21199,Battery pack
SE21199,Lighter
SE21207,Sharp object
SE21207,Battery pack
SE21209,Knife
SE21209,Lighter
SE21214,Knife
SE21214,Liquid over 100ml
SE21216,Battery pack
SE21216,Aerosol can
SE21229,Battery pack
SE21231,Lighter
SE21244,Sharp object
SE21250,Knife
SE21250,Battery pack
SE21260,Liquid over 100ml
SE21263,Aerosol can
SE21263,Knife
SE21263,Lighter
SE21264,Knife
SE21264,Aerosol can
SE21266,Lighter
SE21271,Liquid over 100ml
SE21286,Aerosol can
SE21287,Aerosol can
SE21292,Sharp object
SE21305,Knife
SE21339,Lighter
SE21339,Liquid over 100ml
SE21342,Sharp object
SE21342,Liquid over 100ml
SE21342,Lighter
SE21348,Aerosol can
SE21348,Lighter
SE21348,Battery pack
SE21371,Battery pack
SE21371,Knife
SE21414,Aerosol can
SE21424,Liquid over 100ml
SE21424,Battery pack
SE21424,Lighter
SE21429,Battery pack
SE21429,Liquid over 100ml
SE21429,Sharp object
SE21450,Lighter
SE21450,Aerosol can
SE21461,Aerosol can
SE21461,Knife
SE21461,Liquid over 100ml
SE21467,Knife
SE21467,Sharp object
SE21468,Lighter
SE21471,Sharp object
SE21471,Battery pack
SE21471,Aerosol can
SE21484,Battery pack
SE21484,Sharp object
SE21484,Aerosol can
SE21490,Liquid over 100ml
SE21490,Sharp object
SE21503,Liquid over 100ml
SE21503,Knife
SE21503,Battery pack
SE21519,Liquid over 100ml
SE21519,Aerosol can
SE21535,Battery pack
SE21538,Aerosol can
SE21552,Lighter
SE21565,Battery pack
SE21565,Sharp object
SE21580,Battery pack
SE21610,Lighter
SE21610,Knife
SE21612,Knife
SE21620,Knife
SE21620,Battery pack
SE21620,Aerosol can
SE21621,Sharp object
SE21621,Knife
SE21621,Aerosol can
SE21634,Battery pack
SE21639,Lighter
SE21639,Aerosol can
SE21643,Knife
SE21646,Knife
SE21646,Aerosol can
SE21654,Battery pack
SE21660,Knife
SE21667,Sharp object
SE21667,Battery pack
SE21705,Knife
SE21706,Knife
SE21706,Lighter
SE21715,Liquid over 100ml
SE21716,Lighter
SE21722,Knife
SE21722,Lighter
SE21743,Battery pack
SE21743,Aerosol can
SE21750,Battery pack
SE21750,Knife
SE21750,Aerosol can
SE21752,Lighter
SE21752,Liquid over 100ml
SE21799,Sharp object
SE21816,Sharp object
SE21819,Aerosol can
SE21819,Sharp object
SE21832,Battery pack
SE21837,Knife
SE21845,Liquid over 100ml
SE21854,Battery pack
SE21854,Liquid over 100ml
SE21861,Knife
SE21861,Battery pack
SE21861,Liquid over 100ml
SE21863,Lighter
SE21864,Battery pack
SE21864,Lighter
SE21864,Liquid over 100ml
SE21889,Liquid over 100ml
SE21889,Sharp object
SE21889,Knife
SE21890,Aerosol can
SE21890,Knife
SE21890,Liquid over 100ml
SE21916,Knife
SE21942,Sharp object
SE21947,Knife
SE21947,Aerosol can
SE21947,Lighter
SE21959,Lighter
SE21959,Knife
SE22009,Sharp object
SE22009,Aerosol can
SE22009,Knife
SE22010,Knife
SE22016,Battery pack
SE22016,Knife
SE22016,Aerosol can
SE22017,Sharp object
SE22023,Aerosol can
SE22023,Sharp object
SE22023,Knife
SE22045,Sharp object
SE22045,Liquid over 100ml
SE22052,Aerosol can
SE22061,Aerosol can
SE22061,Lighter
SE22077,Battery pack
SE22088,Liquid over 100ml
SE22088,Lighter
SE22088,Aerosol can
SE22089,Lighter
SE22089,Knife
SE22089,Liquid over 100ml
SE22101,Liquid over 100ml
SE22101,Sharp object
SE22119,Sharp object
SE22119,Lighter
SE22122,Sharp object
SE22124,Aerosol can
SE22124,Battery pack
SE22142,Knife
SE22142,Sharp object
SE22160,Liquid over 100ml
SE22168,Battery pack
SE22168,Knife
SE22168,Liquid over 100ml
SE22185,Battery pack
SE22204,Knife
SE22204,Liquid over 100ml
SE22210,Liquid over 100ml
SE22214,Knife
SE22214,Aerosol can
SE22214,Liquid over 100ml
SE22217,Battery pack
SE22221,Liquid over 100ml
SE22221,Knife
SE22232,Knife
SE22232,Lighter
SE22232,Liquid over 100ml
SE22259,Liquid over 100ml
SE22259,Knife
SE22259,Battery pack
SE22275,Liquid over 100ml
SE22275,Sharp object
SE22275,Battery pack
SE22285,Lighter
SE22285,Battery pack
SE22285,Sharp object
SE22293,Sharp object
SE22335,Battery pack
SE22346,Battery pack
SE22346,Liquid over 100ml
SE22346,Aerosol can
SE22362,Liquid over 100ml
SE22362,Sharp object
SE22362,Battery pack
SE22368,Battery pack
SE22368,Sharp object
SE22368,Knife
SE22387,Battery pack
SE22387,Sharp object
SE22387,Aerosol can
SE22392,Sharp object
SE22392,Liquid over 100ml
SE22403,Lighter
SE22410,Knife
SE22418,Lighter
SE22432,Liquid over 100ml
SE22434,Aerosol can
SE22434,Knife
SE22439,Liquid over 100ml
SE22439,Battery pack
SE22440,Liquid over 100ml
SE22445,Liquid over 100ml
SE22445,Lighter
SE22446,Knife
SE22486,Knife
SE22486,Liquid over 100ml
SE22486,Battery pack
SE22514,Aerosol can
SE22514,Sharp object
SE22532,Battery pack
SE22543,Knife
SE22543,Battery pack
SE22543,Liquid over 100ml
SE22544,Liquid over 100ml
SE22544,Aerosol can
SE22544,Sharp object
SE22573,Lighter
SE22573,Knife
SE22579,Knife
SE22579,Battery pack
SE22579,Aerosol can
SE22583,Aerosol can
SE22583,Sharp object
SE22583,Lighter
SE22588,Sharp object
SE22588,Liquid over 100ml
SE22590,Knife
SE22602,Battery pack
SE22609,Liquid over 100ml
SE22609,Battery pack
SE22609,Sharp object
SE22611,Liquid over 100ml
SE22622,Liquid over 100ml
SE22622,Sharp object
SE22642,Liquid over 100ml
SE22642,Sharp object
SE22647,Aerosol can
SE22647,Knife
SE22648,Knife
SE22648,Sharp object
SE22655,Knife
SE22655,Lighter
SE22655,Battery pack
SE22665,Knife
SE22665,Liquid over 100ml
SE22667,Sharp object
SE22667,Liquid over 100ml
SE22678,Aerosol can
SE22678,Knife
SE22688,Battery pack
SE22694,Aerosol can
SE22694,Liquid over 100ml
SE22698,Sharp object
SE22698,Battery pack
SE22700,Lighter
SE22700,Knife
SE22703,Knife
SE22715,Lighter
SE22715,Battery pack
SE22716,Knife
SE22741,Sharp object
SE22741,Liquid over 100ml
SE22763,Lighter
SE22763,Aerosol can
SE22763,Liquid over 100ml
SE22767,Knife
SE22767,Liquid over 100ml
SE22768,Aerosol can
SE22768,Knife
SE22770,Aerosol can
SE22770,Battery pack
SE22770,Sharp object
SE22792,Sharp object
SE22801,Aerosol can
SE22801,Sharp object
SE22801,Battery pack
SE22813,Liquid over 100ml
SE22814,Liquid over 100ml
SE22814,Sharp object
SE22814,Battery pack
SE22824,Knife
SE22828,Aerosol can
SE22828,Sharp object
SE22828,Liquid over 100ml
SE22830,Knife
SE22832,Knife
SE22832,Battery pack
SE22832,Sharp object
SE22835,Liquid over 100ml
SE22835,Lighter
SE22835,Knife
SE22875,Lighter
SE22875,Sharp object
SE22888,Liquid over 100ml
SE22888,Lighter
SE22888,Knife
SE22903,Battery pack
SE22903,Knife
SE22907,Lighter
SE22907,Sharp object
SE22907,Aerosol can
SE22914,Sharp object
SE22915,Sharp object
SE22915,Liquid over 100ml
SE22915,Aerosol can
SE22919,Lighter
SE22919,Knife
SE22919,Battery pack
SE22923,Sharp object
SE22923,Liquid over 100ml
SE22923,Lighter
SE22929,Knife
SE22929,Sharp object
SE22946,Battery pack
SE22946,Liquid over 100ml
SE22946,Lighter
SE22949,Aerosol can
SE22949,Lighter
SE22951,Battery pack
SE22951,Lighter
SE22961,Liquid over 100ml
SE22961,Knife
SE22961,Lighter
SE23038,Lighter
SE23038,Aerosol can
SE23043,Battery pack
SE23045,Liquid over 100ml
SE23056,Aerosol can
SE23056,Battery pack
SE23072,Aerosol can
SE23072,Battery pack
SE23103,Aerosol can
SE23133,Lighter
SE23133,Sharp object
SE23133,Knife
SE23151,Knife
SE23151,Aerosol can
SE23151,Sharp object
SE23167,Liquid over 100ml
SE23167,Knife
SE23174,Lighter
SE23174,Aerosol can
SE23176,Aerosol can
SE23176,Knife
SE23176,Lighter
SE23182,Liquid over 100ml
SE23198,Lighter
SE23198,Knife
SE23198,Sharp object
SE23204,Lighter
SE23204,Liquid over 100ml
SE23204,Aerosol can
SE23212,Aerosol can
SE23212,Battery pack
SE23212,Sharp object
SE23218,Liquid over 100ml
SE23303,Lighter
SE23303,Knife
SE23303,Aerosol can
SE23336,Knife
SE23336,Liquid over 100ml
SE23336,Aerosol can
SE23337,Sharp object
SE23337,Liquid over 100ml
SE23342,Battery pack
SE23342,Knife
SE23342,Aerosol can
SE23344,Lighter
SE23344,Sharp object
SE23375,Lighter
SE23375,Liquid over 100ml
SE23375,Knife
SE23387,Knife
SE23387,Liquid over 100ml
SE23387,Battery pack
SE23391,Aerosol can
SE23391,Lighter
SE23402,Sharp object
SE23404,Battery pack
SE23404,Aerosol can
SE23404,Knife
SE23423,Liquid over 100ml
SE23426,Liquid over 100ml
SE23426,Knife
SE23426,Battery pack
SE23437,Aerosol can
SE23438,Lighter
SE23438,Knife
SE23458,Lighter
SE23493,Sharp object
SE23493,Aerosol can
SE23493,Liquid over 100ml
SE23499,Liquid over 100ml
SE23505,Sharp object
SE23505,Lighter
SE23505,Knife
SE23517,Liquid over 100ml
SE23517,Aerosol can
SE23520,Liquid over 100ml
SE23520,Lighter
SE23520,Knife
SE23533,Lighter
SE23533,Liquid over 100ml
SE23533,Sharp object
SE23540,Liquid over 100ml
SE23550,Aerosol can
SE23550,Lighter
SE23554,Sharp object
SE23556,Aerosol can
SE23556,Battery pack
SE23568,Knife
SE23568,Lighter
SE23584,Lighter
SE23584,Battery pack
SE23584,Knife
SE23588,Lighter
SE23589,Knife
SE23589,Battery pack
SE23589,Lighter
SE23590,Knife
SE23592,Liquid over 100ml
SE23592,Aerosol can
SE23595,Lighter
SE23602,Lighter
SE23602,Knife
SE23602,Aerosol can
SE23604,Lighter
SE23604,Aerosol can
SE23611,Battery pack
