PassengerID,TravelHistory
PA02237,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA02238,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA02239,Flew to London on 2025-11-21 (Flight FL00141)
PA02240,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA02241,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA02242,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA02243,Flew to London on 2025-11-20 (Flight FL00131)
PA02244,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA02245,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA02246,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA02247,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA02248,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02249,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA02250,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA02251,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA02252,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA02253,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA02254,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA02255,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA02256,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA02257,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA02258,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA02259,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA02260,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA02261,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA02262,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA02263,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA02264,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA02265,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA02266,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA02267,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA02268,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA02269,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA02270,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA02271,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA02272,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA02273,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA02274,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA02275,Flew to London on 2025-11-21 (Flight FL00116)
PA02276,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA02277,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA02278,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02279,Flew to London on 2025-11-20 (Flight FL00002)
PA02280,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA02281,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA02282,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA02283,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA02284,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA02285,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA02286,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA02287,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA02288,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA02289,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA02290,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA02291,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA02292,Flew to Paris on 2025-11-20 (Flight FL00273)
PA02293,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA02294,Flew to Paris on 2025-11-21 (Flight FL00361)
PA02295,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA02296,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA02297,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA02298,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA02299,Flew to London on 2025-11-21 (Flight FL00141)
PA02300,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA02301,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA02302,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA02303,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA02304,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA02305,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA02306,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA02307,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA02308,Flew to London on 2025-11-21 (Flight FL00135)
PA02309,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA02310,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA02311,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA02312,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA02313,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA02314,Flew to Paris on 2025-11-21 (Flight FL00361)
PA02315,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA02316,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA02317,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA02318,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA02319,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02320,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA02321,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA02322,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA02323,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA02324,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA02325,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA02326,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA02327,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA02328,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA02329,Flew to London on 2025-11-21 (Flight FL00116)
PA02330,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA02331,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA02332,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA02333,Flew to Paris on 2025-11-21 (Flight FL00289)
PA02334,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA02335,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA02336,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA02337,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA02338,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA02339,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA02340,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA02341,Flew to Paris on 2025-11-21 (Flight FL00289)
PA02342,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA02343,Flew to London on 2025-11-21 (Flight FL00314)
PA02344,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA02345,Flew to Paris on 2025-11-21 (Flight FL00227)
PA02346,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA02347,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA02348,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA02349,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA02350,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA02351,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA02352,Flew to Paris on 2025-11-21 (Flight FL00227)
PA02353,Flew to Paris on 2025-11-21 (Flight FL00361)
PA02354,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA02355,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA02356,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA02357,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA02358,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA02359,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA02360,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA02361,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA02362,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA02363,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA02364,Flew to Da Nang on 2025-11-20 (Flight FL00090)
PA02365,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA02366,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA02367,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02368,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA02369,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA02370,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA02371,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA02372,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA02373,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02374,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA02375,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA02376,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA02377,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA02378,Flew to London on 2025-11-21 (Flight FL00141)
PA02379,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA02380,Flew to Paris on 2025-11-21 (Flight FL00361)
PA02381,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA02382,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA02383,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA02384,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA02385,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA02386,Flew to London on 2025-11-21 (Flight FL00028)
PA02387,Flew to London on 2025-11-20 (Flight FL00002)
PA02388,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA02389,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA02390,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA02391,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA02392,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA02393,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA02394,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA02395,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA02396,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA02397,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA02398,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA02399,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA02400,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA02401,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA02402,Flew to Paris on 2025-11-21 (Flight FL00156)
PA02403,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA02404,Flew to Tokyo on 2025-11-21 (Flight FL00155)
PA02405,Flew to London on 2025-11-21 (Flight FL00116)
PA02406,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA02407,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA02408,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA02409,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA02410,Flew to London on 2025-11-21 (Flight FL00028)
PA02411,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA02412,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA02413,Flew to Paris on 2025-11-20 (Flight FL00042)
PA02414,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA02415,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA02416,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA02417,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA02418,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA02419,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA02420,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA02421,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA02422,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA02423,Flew to London on 2025-11-20 (Flight FL00187)
PA02424,Flew to Paris on 2025-11-20 (Flight FL00273)
PA02425,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA02426,Flew to London on 2025-11-19 (Flight FL00137)
PA02427,Flew to Paris on 2025-11-21 (Flight FL00243)
PA02428,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA02429,Flew to London on 2025-11-21 (Flight FL00297)
PA02430,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA02431,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA02432,Flew to Paris on 2025-11-21 (Flight FL00243)
PA02433,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA02434,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA02435,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA02436,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA02437,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA02438,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA02439,Flew to Sydney on 2025-11-21 (Flight FL00259)
PA02440,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA02441,Flew to London on 2025-11-21 (Flight FL00297)
PA02442,Flew to Bangkok on 2025-11-21 (Flight FL00268)
PA02443,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA02444,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA02445,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA02446,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA02447,Flew to London on 2025-11-20 (Flight FL00187)
PA02448,Flew to Paris on 2025-11-21 (Flight FL00156)
PA02449,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA02450,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA02451,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA02452,Flew to Paris on 2025-11-21 (Flight FL00346)
PA02453,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA02454,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA02455,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA02456,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA02457,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA02458,Flew to Paris on 2025-11-20 (Flight FL00042)
PA02459,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA02460,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA02461,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA02462,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA02463,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA02464,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA02465,Flew to London on 2025-11-21 (Flight FL00297)
PA02466,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA02467,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA02468,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA02469,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA02470,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA02471,Flew to Paris on 2025-11-20 (Flight FL00091)
PA02472,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA02473,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02474,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA02475,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA02476,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA02477,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA02478,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA02479,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA02480,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA02481,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA02482,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA02483,Flew to London on 2025-11-21 (Flight FL00046)
PA02484,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA02485,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA02486,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA02487,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA02488,Flew to Paris on 2025-11-21 (Flight FL00059)
PA02489,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA02490,Flew to Paris on 2025-11-21 (Flight FL00361)
PA02491,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA02492,Flew to Paris on 2025-11-21 (Flight FL00289)
PA02493,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA02494,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA02495,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA02496,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA02497,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA02498,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA02499,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA02500,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA02501,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA02502,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA02503,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA02504,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA02505,Flew to Paris on 2025-11-21 (Flight FL00361)
PA02506,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA02507,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA02508,Flew to London on 2025-11-20 (Flight FL00131)
PA02509,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA02510,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA02511,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA02512,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA02513,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA02514,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA02515,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA02516,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA02517,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA02518,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA02519,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA02520,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA02521,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA02522,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA02523,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA02524,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA02525,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA02526,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA02527,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA02528,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02529,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA02530,Flew to Paris on 2025-11-21 (Flight FL00243)
PA02531,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA02532,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA02533,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA02534,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02535,Flew to London on 2025-11-21 (Flight FL00021)
PA02536,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA02537,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA02538,Flew to London on 2025-11-19 (Flight FL00137)
PA02539,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA02540,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA02541,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA02542,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA02543,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA02544,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA02545,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA02546,Flew to London on 2025-11-21 (Flight FL00141)
PA02547,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA02548,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA02549,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA02550,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA02551,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA02552,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA02553,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA02554,Flew to Paris on 2025-11-21 (Flight FL00086)
PA02555,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA02556,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA02557,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA02558,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA02559,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA02560,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA02561,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA02562,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA02563,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA02564,Flew to Phu Quoc on 2025-11-20 (Flight FL00026)
PA02565,Flew to Paris on 2025-11-21 (Flight FL00289)
PA02566,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA02567,Flew to London on 2025-11-21 (Flight FL00282)
PA02568,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA02569,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA02570,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA02571,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA02572,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA02573,Flew to Paris on 2025-11-21 (Flight FL00243)
PA02574,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA02575,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA02576,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA02577,Flew to London on 2025-11-21 (Flight FL00028)
PA02578,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA02579,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA02580,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA02581,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA02582,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA02583,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA02584,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA02585,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA02586,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA02587,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA02588,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA02589,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA02590,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA02591,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA02592,Flew to London on 2025-11-20 (Flight FL00045)
PA02593,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA02594,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA02595,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA02596,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA02597,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA02598,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA02599,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA02600,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA02601,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA02602,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA02603,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA02604,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA02605,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA02606,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA02607,Flew to Bangkok on 2025-11-21 (Flight FL00268)
PA02608,Flew to London on 2025-11-21 (Flight FL00314)
PA02609,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA02610,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA02611,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA02612,Flew to London on 2025-11-21 (Flight FL00021)
PA02613,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA02614,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA02615,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA02616,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA02617,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA02618,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA02619,Flew to London on 2025-11-21 (Flight FL00141)
PA02620,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA02621,Flew to London on 2025-11-19 (Flight FL00137)
PA02622,Flew to London on 2025-11-21 (Flight FL00135)
PA02623,Flew to Paris on 2025-11-20 (Flight FL00273)
PA02624,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA02625,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA02626,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA02627,Flew to Paris on 2025-11-21 (Flight FL00289)
PA02628,Flew to Phu Quoc on 2025-11-21 (Flight FL00173)
PA02629,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA02630,Flew to Paris on 2025-11-21 (Flight FL00346)
PA02631,Flew to Bangkok on 2025-11-20 (Flight FL00065)
